+---------------------------------------------------------------------------------------+---------+------------+----------+---------------+----------------+----------------+-----------------+
|                                          name                                         |  coefs  | coef_expit | coef_exp | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|             capacity_util_chem_*_housing_supply_1yr_diff_ewma_trim_sqrt_t             | -0.0016 |   0.4996   |  0.9984  |    29.3727    |      0.0       |     5.7877     |      0.3195     |
|      cpi_urb_nonvol_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     |  0.0007 |   0.5002   |  1.0007  |    30.8792    |      0.0       |     5.7295     |      0.321      |
|         empl_construction_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_pow2_t         | -0.0003 |   0.4999   |  0.9997  |    27.1521    |      0.0       |     5.704      |      0.3217     |
|               capacity_util_chem_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t              | -0.0002 |   0.4999   |  0.9998  |    24.3864    |      0.0       |     5.6941     |      0.3219     |
|         housing_starts_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t        |  0.0001 |    0.5     |  1.0001  |    33.2099    |      0.0       |     5.6766     |      0.3224     |
|              capacity_util_mfg_/_housing_starts_1yr_diff_ewma_trim_pow2_t             |  0.0087 |   0.5022   |  1.0087  |    18.8688    |     0.0001     |     5.6738     |      0.3225     |
|      cpi_urb_nonvol_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     |  0.001  |   0.5003   |  1.001   |    35.0645    |      0.0       |     5.6206     |      0.3239     |
|              gdp_nom_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_pow2_t              | -0.0088 |   0.4978   |  0.9913  |    31.1818    |      0.0       |     5.5862     |      0.3249     |
|                         unempl_rate_1yr_diff_ewma_trim_sqrt_t                         | -0.0046 |   0.4989   |  0.9954  |    34.3069    |      0.0       |     5.5828     |      0.3249     |
|     industrial_prod_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     | -0.0017 |   0.4996   |  0.9983  |     29.759    |      0.0       |     5.5233     |      0.3266     |
|               capacity_util_mfg_*_unempl_rate_1yr_diff_ewma_trim_pow2_t               |  0.0095 |   0.5024   |  1.0095  |    38.2154    |      0.0       |     5.495      |      0.3274     |
|        med_house_price_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |  0.0079 |   0.502    |  1.0079  |    44.9867    |      0.0       |     5.4861     |      0.3276     |
|     real_med_family_income_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t     |  0.0034 |   0.5009   |  1.0034  |     29.474    |      0.0       |     5.4553     |      0.3285     |
|    mortage_debt_individuals_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t    |  0.0024 |   0.5006   |  1.0024  |    31.4704    |      0.0       |     5.402      |       0.33      |
|               capacity_util_chem_/_unempl_rate_1yr_diff_ewma_trim_pow2_t              |  0.002  |   0.5005   |  1.002   |     13.876    |     0.0008     |     5.3789     |      0.3307     |
|       real_estate_loans_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t       | -0.0004 |   0.4999   |  0.9996  |    45.4161    |      0.0       |     5.3548     |      0.3314     |
|     industrial_prod_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     | -0.0098 |   0.4976   |  0.9903  |    30.2213    |      0.0       |     5.3222     |      0.3323     |
|           med_family_income_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t          | -0.0052 |   0.4987   |  0.9948  |    34.0885    |      0.0       |     5.3216     |      0.3323     |
|          housing_starts_1yr_diff_*_med_house_price_1yr_diff_ewma_trim_sqrt_t          | -0.0001 |    0.5     |  0.9999  |    31.1619    |      0.0       |     5.3205     |      0.3324     |
|     real_med_family_income_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t     |  0.0067 |   0.5017   |  1.0067  |    29.0448    |      0.0       |     5.3133     |      0.3326     |
|        unempl_rate_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t        | -0.0027 |   0.4993   |  0.9973  |    33.6085    |      0.0       |     5.2927     |      0.3332     |
|                   med_family_income_vs_house_price_ewma_trim_sqrt_t                   |  0.0025 |   0.5006   |  1.0025  |    30.1371    |      0.0       |     5.2876     |      0.3333     |
|    mortage_debt_individuals_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t    |  0.0036 |   0.5009   |  1.0036  |    37.5915    |      0.0       |     5.1437     |      0.3377     |
|          gdp_nom_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t          | -0.0009 |   0.4998   |  0.9991  |    28.5406    |      0.0       |     5.1102     |      0.3387     |
|         cpi_urb_nonvol_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t         |  0.0035 |   0.5009   |  1.0035  |    30.0327    |      0.0       |     5.0988     |      0.3391     |
|          gdp_nom_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t          | -0.0095 |   0.4976   |  0.9905  |     25.634    |      0.0       |     5.0662     |      0.3401     |
|         cpi_urb_nonvol_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t         |  0.0061 |   0.5015   |  1.0061  |    31.3341    |      0.0       |     5.0659     |      0.3401     |
|           med_family_income_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t          |  0.0006 |   0.5002   |  1.0006  |     25.44     |      0.0       |     4.9979     |      0.3422     |
|        empl_construction_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t       |  0.0083 |   0.5021   |  1.0084  |    22.5288    |      0.0       |     4.9707     |      0.3431     |
|               capacity_util_chem_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t              | -0.0006 |   0.4999   |  0.9994  |    32.6879    |      0.0       |     4.9644     |      0.3433     |
|                        cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                       |  0.0019 |   0.5005   |  1.0019  |    29.5091    |      0.0       |     4.9283     |      0.3445     |
|               tsy_10yr_yield_*_med_house_price_1yr_diff_ewma_trim_sqrt_t              |  0.0097 |   0.5024   |  1.0098  |    22.8894    |      0.0       |     4.8678     |      0.3465     |
|           unempl_rate_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t          | -0.0052 |   0.4987   |  0.9948  |    33.9158    |      0.0       |     4.8387     |      0.3474     |
|  real_med_family_income_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t | -0.0014 |   0.4996   |  0.9986  |    32.5228    |      0.0       |     4.8372     |      0.3475     |
|          unempl_rate_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t         | -0.0012 |   0.4997   |  0.9988  |    34.1611    |      0.0       |     4.8304     |      0.3477     |
|  real_med_family_income_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t |  0.0004 |   0.5001   |  1.0004  |    30.3011    |      0.0       |     4.7927     |      0.349      |
|          unempl_rate_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t          |  -0.002 |   0.4995   |  0.998   |    37.5266    |      0.0       |     4.7735     |      0.3496     |
|                      empl_construction_1yr_diff_ewma_trim_sqrt_t                      |  0.0043 |   0.5011   |  1.0043  |    28.2916    |      0.0       |     4.7161     |      0.3516     |
|          unempl_rate_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t          | -0.0035 |   0.4991   |  0.9965  |    72.5938    |      0.0       |     4.7115     |      0.3518     |
|       empl_construction_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t      |  0.0067 |   0.5017   |  1.0067  |    25.1528    |      0.0       |     4.6411     |      0.3542     |
|         empl_construction_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_sqrt_t        |  0.0064 |   0.5016   |  1.0064  |    29.4324    |      0.0       |     4.6278     |      0.3547     |
| med_family_income_vs_house_price_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t |  0.001  |   0.5002   |  1.001   |     31.525    |      0.0       |     4.6216     |      0.3549     |
|        capacity_util_chem_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t        | -0.0088 |   0.4978   |  0.9913  |    28.9474    |      0.0       |     4.5909     |      0.356      |
|             gdp_nom_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_pow2_t            | -0.0108 |   0.4973   |  0.9892  |    27.0951    |      0.0       |     4.5777     |      0.3565     |
|             gdp_nom_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_sqrt_t            | -0.0014 |   0.4996   |  0.9986  |    28.9436    |      0.0       |     4.5346     |      0.3581     |
|         empl_construction_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_pow2_t        |  0.0177 |   0.5044   |  1.0178  |    28.9525    |      0.0       |     4.5174     |      0.3587     |
|        real_estate_loans_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       | -0.0044 |   0.4989   |  0.9956  |    30.4103    |      0.0       |     4.5033     |      0.3592     |
|        capacity_util_chem_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t        | -0.0016 |   0.4996   |  0.9984  |    29.4554    |      0.0       |     4.4756     |      0.3603     |
|        empl_construction_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t       |  0.0037 |   0.5009   |  1.0037  |    27.6611    |      0.0       |     4.4682     |      0.3605     |
|       empl_construction_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t      |  0.003  |   0.5008   |  1.0031  |    28.4169    |      0.0       |     4.4468     |      0.3613     |
|              capacity_util_mfg_/_housing_starts_1yr_diff_ewma_trim_sqrt_t             |  0.0033 |   0.5008   |  1.0033  |    26.4443    |      0.0       |     4.411      |      0.3627     |
|          housing_starts_1yr_diff_*_med_house_price_1yr_diff_ewma_trim_pow2_t          | -0.0097 |   0.4976   |  0.9903  |    35.9966    |      0.0       |     4.3644     |      0.3645     |
|            cpi_urb_nonvol_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t            |  0.0014 |   0.5003   |  1.0014  |    25.5659    |      0.0       |     4.299      |      0.367      |
|           unempl_rate_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_pow2_t          |  0.0088 |   0.5022   |  1.0089  |    56.1415    |      0.0       |     4.2881     |      0.3674     |
|           med_family_income_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_pow2_t          |  0.0011 |   0.5003   |  1.0011  |    16.3964    |     0.0003     |     4.2785     |      0.3678     |
|         capacity_util_mfg_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t        | -0.0048 |   0.4988   |  0.9953  |    25.6974    |      0.0       |     4.259      |      0.3686     |
| med_family_income_vs_house_price_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t | -0.0015 |   0.4996   |  0.9985  |    37.7458    |      0.0       |     4.2602     |      0.3686     |
|       unempl_rate_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t       |  0.0018 |   0.5004   |  1.0018  |    32.8611    |      0.0       |     4.2539     |      0.3688     |
|         capacity_util_mfg_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t        | -0.0001 |    0.5     |  0.9999  |    28.5646    |      0.0       |     4.2389     |      0.3694     |
|         cpi_urb_nonvol_1yr_diff_*_empl_construction_1yr_diff_ewma_trim_pow2_t         |  0.0064 |   0.5016   |  1.0065  |    24.5108    |      0.0       |     4.1625     |      0.3725     |
|         housing_starts_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_sqrt_t         | -0.0014 |   0.4996   |  0.9986  |    30.2672    |      0.0       |     4.1501     |      0.373      |
|              gdp_nom_1yr_diff_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t              | -0.0005 |   0.4999   |  0.9995  |    29.2301    |      0.0       |     4.1302     |      0.3739     |
|                gdp_nom_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t               | -0.0013 |   0.4997   |  0.9987  |    25.2794    |      0.0       |     4.129      |      0.3739     |
|        real_estate_loans_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t       |  0.0001 |    0.5     |  1.0001  |    29.8918    |      0.0       |     4.1258     |      0.374      |
|      med_family_income_vs_house_price_*_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t      |  0.0024 |   0.5006   |  1.0024  |    30.0641    |      0.0       |     4.1068     |      0.3748     |
|    mortage_debt_individuals_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t   |  0.0035 |   0.5009   |  1.0035  |    24.8048    |      0.0       |     4.0953     |      0.3753     |
|               capacity_util_mfg_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t               |  0.0015 |   0.5004   |  1.0015  |    31.6735    |      0.0       |     4.0899     |      0.3755     |
|        unempl_rate_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t       | -0.0017 |   0.4996   |  0.9983  |    30.2626    |      0.0       |     4.0197     |      0.3785     |
|       housing_starts_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t      | -0.0009 |   0.4998   |  0.9991  |    29.8507    |      0.0       |     4.0063     |      0.3791     |
|      med_family_income_vs_house_price_*_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t      |  0.0026 |   0.5007   |  1.0026  |    31.3848    |      0.0       |     3.9837     |      0.3801     |
|         cpi_urb_nonvol_1yr_diff_*_empl_construction_1yr_diff_ewma_trim_sqrt_t         |  0.0038 |   0.501    |  1.0038  |    28.2231    |      0.0       |     3.9814     |      0.3802     |
|           unempl_rate_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_sqrt_t          |  0.0018 |   0.5004   |  1.0018  |     35.077    |      0.0       |     3.944      |      0.3819     |
|         housing_starts_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |  0.0103 |   0.5026   |  1.0103  |    45.0262    |      0.0       |     3.9379     |      0.3821     |
|          industrial_prod_1yr_diff_/_housing_starts_1yr_diff_ewma_trim_pow2_t          |  0.0098 |   0.5025   |  1.0099  |    22.0458    |      0.0       |     3.9036     |      0.3837     |
|        empl_construction_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_pow2_t       |  0.012  |   0.503    |  1.0121  |     25.475    |      0.0       |     3.8685     |      0.3852     |
|              gdp_nom_1yr_diff_/_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t              | -0.0077 |   0.4981   |  0.9923  |    28.1972    |      0.0       |     3.8587     |      0.3857     |
|             capacity_util_chem_/_housing_starts_1yr_diff_ewma_trim_pow2_t             |  0.0081 |   0.502    |  1.0082  |     21.274    |     0.0001     |     3.8487     |      0.3862     |
|        housing_starts_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t        | -0.0012 |   0.4997   |  0.9988  |    30.6507    |      0.0       |     3.8107     |      0.3879     |
|            cpi_urb_nonvol_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_pow2_t            |  0.0026 |   0.5007   |  1.0026  |    16.7095    |     0.0003     |     3.7784     |      0.3894     |
|         capacity_util_mfg_*_med_family_income_vs_house_price_ewma_trim_pow2_t         |  0.0016 |   0.5004   |  1.0016  |    23.1259    |      0.0       |     3.7586     |      0.3904     |
|        empl_construction_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_sqrt_t       |  0.0049 |   0.5012   |  1.0049  |    28.4997    |      0.0       |     3.7544     |      0.3906     |
|           cpi_urb_nonvol_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_sqrt_t          | -0.0008 |   0.4998   |  0.9992  |    30.4253    |      0.0       |     3.6879     |      0.3937     |
|           cpi_urb_nonvol_1yr_diff_/_housing_starts_1yr_diff_ewma_trim_pow2_t          |  0.0132 |   0.5033   |  1.0133  |     25.423    |      0.0       |     3.686      |      0.3938     |
|             gdp_nom_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t            |  0.0009 |   0.5002   |  1.0009  |    29.6702    |      0.0       |     3.6874     |      0.3938     |
|      med_house_price_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t     |  0.0023 |   0.5006   |  1.0023  |    34.2832    |      0.0       |     3.6131     |      0.3974     |
|        housing_starts_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t        |  0.0003 |   0.5001   |  1.0003  |    30.3577    |      0.0       |     3.5915     |      0.3985     |
|                unempl_rate_/_med_house_price_1yr_diff_ewma_trim_sqrt_t                |  0.0019 |   0.5005   |  1.0019  |    35.8399    |      0.0       |     3.582      |      0.399      |
|    mortage_debt_individuals_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t   |  0.0008 |   0.5002   |  1.0008  |     28.381    |      0.0       |     3.5719     |      0.3995     |
|            housing_starts_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_pow2_t            |  0.0037 |   0.5009   |  1.0037  |    58.4979    |      0.0       |     3.5649     |      0.3999     |
|       foreign_dir_invest_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       |  0.0015 |   0.5004   |  1.0015  |    22.1958    |      0.0       |     3.5579     |      0.4002     |
