+-------------------------------------------------------------------------------------------+---------------+----------------+----------------+-----------------+
|                                            name                                           | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|         cpi_urb_nonvol_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t        |     7.0253    |     0.0107     |    16.2951     |      0.0002     |
|          cpi_urb_nonvol_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t         |     6.389     |     0.0147     |    11.9376     |      0.0011     |
|         cpi_urb_nonvol_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t         |     6.1925    |     0.0162     |     10.842     |      0.0018     |
|          cpi_urb_nonvol_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t          |     7.2825    |     0.0095     |    15.5229     |      0.0003     |
|          industrial_prod_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_sqrt_t         |     6.4604    |     0.0142     |     0.7695     |      0.3846     |
|           industrial_prod_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_sqrt_t          |     7.0418    |     0.0106     |    12.9039     |      0.0008     |
|         industrial_prod_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_sqrt_t        |     6.7939    |     0.012      |     1.0799     |      0.3038     |
|          industrial_prod_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_sqrt_t         |     6.7007    |     0.0126     |     0.1408     |      0.7091     |
|            industrial_prod_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t           |     6.8567    |     0.0117     |     0.3112     |      0.5795     |
|             industrial_prod_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t            |     6.4704    |     0.0141     |     0.0794     |      0.7792     |
|      industrial_prod_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t      |     6.8154    |     0.0119     |     1.421      |      0.239      |
|       industrial_prod_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t       |     6.679     |     0.0127     |     0.0226     |      0.881      |
|      industrial_prod_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t     |     7.4936    |     0.0086     |     9.5533     |      0.0033     |
|       industrial_prod_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t      |     6.0137    |     0.0177     |     5.6806     |      0.0211     |
|        industrial_prod_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t       |     7.0191    |     0.0108     |     8.0471     |      0.0066     |
|         industrial_prod_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t        |     6.4788    |     0.014      |     1.6619     |      0.2034     |
|     industrial_prod_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     |     6.656     |     0.0129     |     0.0012     |      0.9727     |
|      industrial_prod_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t      |     6.782     |     0.0121     |     0.264      |      0.6097     |
|         industrial_prod_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t        |     7.1203    |     0.0102     |     5.2726     |      0.026      |
|          industrial_prod_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t         |     6.3697    |     0.0148     |     1.9224     |      0.1719     |
|        industrial_prod_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t        |     7.0639    |     0.0105     |     5.5464     |      0.0226     |
|         industrial_prod_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t         |     6.4369    |     0.0143     |     6.5552     |      0.0136     |
|         industrial_prod_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t        |     6.2255    |     0.0159     |     3.7794     |      0.0576     |
|          industrial_prod_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t         |     7.3319    |     0.0092     |    30.1822     |       0.0       |
|         med_house_price_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_sqrt_t        |     6.4404    |     0.0143     |     2.0021     |      0.1634     |
|          med_house_price_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_sqrt_t         |     6.3454    |     0.015      |     6.7198     |      0.0125     |
|            med_house_price_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t           |     6.4759    |     0.0141     |      0.16      |      0.6909     |
|             med_house_price_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t            |     6.1464    |     0.0166     |     0.7856     |      0.3798     |
|      med_house_price_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t      |     6.4604    |     0.0142     |     1.6066     |      0.211      |
|       med_house_price_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t       |     6.3254    |     0.0152     |     7.8007     |      0.0074     |
|      med_house_price_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t     |     7.0933    |     0.0104     |     2.3114     |      0.1349     |
|       med_house_price_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t      |     5.7041    |     0.0207     |    13.0675     |      0.0007     |
|        med_house_price_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t       |     6.6483    |     0.0129     |     0.0059     |      0.939      |
|         med_house_price_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t        |     6.1405    |     0.0166     |    11.7767     |      0.0012     |
|     med_house_price_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     |     6.3025    |     0.0153     |     0.8535     |      0.3601     |
|      med_house_price_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t      |     6.4299    |     0.0144     |     1.258      |      0.2675     |
|         med_house_price_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t        |     6.7443    |     0.0123     |     0.1348     |      0.7151     |
|          med_house_price_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t         |     6.0375    |     0.0175     |    10.9621     |      0.0018     |
|        med_house_price_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t        |     6.6953    |     0.0126     |     0.0369     |      0.8484     |
|         med_house_price_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t         |     6.0964    |     0.017      |    20.6121     |       0.0       |
|         med_house_price_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t        |     5.9089    |     0.0187     |     9.8484     |      0.0029     |
|          med_house_price_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t         |     6.9937    |     0.0109     |     6.0421     |      0.0176     |
|           med_family_income_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t          |     6.8007    |     0.012      |     0.1508     |      0.6994     |
|            med_family_income_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t           |     6.4694    |     0.0141     |     0.1166     |      0.7342     |
|     med_family_income_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t     |     6.7842    |     0.0121     |     5.244      |      0.0264     |
|      med_family_income_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t      |     6.6451    |     0.0129     |     6.4237     |      0.0145     |
|     med_family_income_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t    |     7.4533    |     0.0087     |     9.5881     |      0.0032     |
|      med_family_income_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t     |     5.9916    |     0.0179     |     8.2293     |      0.0061     |
|       med_family_income_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t      |     6.9817    |     0.011      |    13.1929     |      0.0007     |
|        med_family_income_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t       |     6.4508    |     0.0142     |     8.2986     |      0.0059     |
|    med_family_income_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t    |     6.6305    |     0.013      |     0.005      |      0.9437     |
|     med_family_income_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     |     6.7428    |     0.0123     |     0.1292     |      0.7208     |
|        med_family_income_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t       |     7.0824    |     0.0104     |     5.365      |      0.0248     |
|         med_family_income_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t        |     6.3428    |     0.015      |     3.9025     |      0.0539     |
|       med_family_income_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t       |     7.0351    |     0.0107     |    12.7403     |      0.0008     |
|        med_family_income_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t        |     6.4002    |     0.0146     |    15.5376     |      0.0003     |
|        med_family_income_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t       |     6.2101    |     0.0161     |     8.9705     |      0.0043     |
|         med_family_income_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t        |     7.2595    |     0.0096     |    17.7525     |      0.0001     |
|        unempl_rate_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t        |     6.8361    |     0.0118     |     0.2218     |      0.6397     |
|         unempl_rate_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t         |     6.7118    |     0.0125     |     0.0391     |      0.844      |
|        unempl_rate_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t       |     7.5454    |     0.0083     |     3.9695     |      0.0519     |
|         unempl_rate_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t        |     5.9886    |     0.018      |     0.9955     |      0.3233     |
|          unempl_rate_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t         |     7.0304    |     0.0107     |     0.7294     |      0.3972     |
|           unempl_rate_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t          |     6.5006    |     0.0139     |     0.0606     |      0.8065     |
|       unempl_rate_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t       |     6.6716    |     0.0128     |     0.0111     |      0.9166     |
|        unempl_rate_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t        |     6.7824    |     0.0121     |     0.1021     |      0.7506     |
|           unempl_rate_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t          |     7.0741    |     0.0105     |     0.7687     |      0.3849     |
|            unempl_rate_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t           |     6.378     |     0.0148     |     0.1963     |      0.6597     |
|          unempl_rate_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t          |     7.0751    |     0.0105     |     1.013      |      0.3191     |
|           unempl_rate_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t           |     6.4756    |     0.0141     |     0.0777     |      0.7816     |
|           unempl_rate_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t          |     6.2431    |     0.0158     |     0.7867     |      0.3794     |
|            unempl_rate_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t           |     7.4596    |     0.0087     |     2.4022     |      0.1276     |
|  real_med_family_income_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t  |     7.4762    |     0.0086     |    10.2198     |      0.0024     |
|   real_med_family_income_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t   |     6.0099    |     0.0178     |     7.6777     |      0.0079     |
|    real_med_family_income_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t    |     7.0038    |     0.0108     |    13.9212     |      0.0005     |
|     real_med_family_income_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t     |     6.4712    |     0.0141     |     7.214      |      0.0098     |
|  real_med_family_income_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t |     6.6494    |     0.0129     |      0.0       |      0.9994     |
|   real_med_family_income_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t  |     6.7655    |     0.0122     |     0.2079     |      0.6505     |
|     real_med_family_income_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t     |     7.1039    |     0.0103     |     5.6367     |      0.0216     |
|      real_med_family_income_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t      |     6.3637    |     0.0149     |     3.5822     |      0.0643     |
|     real_med_family_income_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t    |     7.0572    |     0.0106     |    13.6566     |      0.0006     |
|      real_med_family_income_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t     |     6.4212    |     0.0145     |    13.8303     |      0.0005     |
|     real_med_family_income_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t     |     6.2296    |     0.0159     |     7.8141     |      0.0074     |
|      real_med_family_income_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t      |     7.2245    |     0.0097     |    17.1266     |      0.0001     |
|    combanks_business_loans_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t   |     7.6878    |     0.0078     |    12.7885     |      0.0008     |
|     combanks_business_loans_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t    |     7.125     |     0.0102     |     4.7247     |      0.0346     |
| combanks_business_loans_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t |     7.301     |     0.0094     |     2.9924     |       0.09      |
|  combanks_business_loans_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t  |     7.4479    |     0.0087     |     5.767      |      0.0202     |
|     combanks_business_loans_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t    |     7.8007    |     0.0074     |    13.3279     |      0.0006     |
